#    L    TT             EE             TE             PP             TP          
  5570    0.46025E-01    0.10538E-02   -0.11072E-02    0.21623E+05    0.24074E+00
  5571    0.45966E-01    0.10497E-02   -0.11021E-02    0.21617E+05    0.24008E+00
  5572    0.45907E-01    0.10456E-02   -0.10969E-02    0.21611E+05    0.23942E+00
  5573    0.45847E-01    0.10416E-02   -0.10916E-02    0.21604E+05    0.23876E+00
  5574    0.45788E-01    0.10376E-02   -0.10863E-02    0.21598E+05    0.23810E+00
  5575    0.45729E-01    0.10337E-02   -0.10809E-02    0.21591E+05    0.23744E+00
  5576    0.45670E-01    0.10297E-02   -0.10755E-02    0.21585E+05    0.23679E+00
  5577    0.45611E-01    0.10258E-02   -0.10700E-02    0.21579E+05    0.23613E+00
  5578    0.45552E-01    0.10219E-02   -0.10645E-02    0.21572E+05    0.23547E+00
  5579    0.45493E-01    0.10180E-02   -0.10589E-02    0.21566E+05    0.23482E+00
  5580    0.45433E-01    0.10142E-02   -0.10533E-02    0.21559E+05    0.23416E+00
  5581    0.45375E-01    0.10104E-02   -0.10477E-02    0.21553E+05    0.23351E+00
  5582    0.45315E-01    0.10065E-02   -0.10419E-02    0.21547E+05    0.23286E+00
  5583    0.45256E-01    0.10027E-02   -0.10362E-02    0.21540E+05    0.23220E+00
  5584    0.45198E-01    0.99894E-03   -0.10304E-02    0.21534E+05    0.23155E+00
  5585    0.45138E-01    0.99522E-03   -0.10245E-02    0.21528E+05    0.23090E+00
  5586    0.45079E-01    0.99150E-03   -0.10187E-02    0.21521E+05    0.23025E+00
  5587    0.45019E-01    0.98778E-03   -0.10127E-02    0.21515E+05    0.22960E+00
  5588    0.44960E-01    0.98405E-03   -0.10068E-02    0.21508E+05    0.22895E+00
  5589    0.44900E-01    0.98041E-03   -0.10008E-02    0.21502E+05    0.22831E+00
  5590    0.44841E-01    0.97683E-03   -0.99476E-03    0.21496E+05    0.22766E+00
  5591    0.44781E-01    0.97310E-03   -0.98867E-03    0.21489E+05    0.22701E+00
  5592    0.44722E-01    0.96953E-03   -0.98258E-03    0.21483E+05    0.22637E+00
  5593    0.44663E-01    0.96602E-03   -0.97648E-03    0.21477E+05    0.22572E+00
  5594    0.44602E-01    0.96244E-03   -0.97024E-03    0.21470E+05    0.22508E+00
  5595    0.44543E-01    0.95894E-03   -0.96415E-03    0.21464E+05    0.22444E+00
  5596    0.44484E-01    0.95550E-03   -0.95790E-03    0.21458E+05    0.22379E+00
  5597    0.44424E-01    0.95200E-03   -0.95166E-03    0.21451E+05    0.22315E+00
  5598    0.44364E-01    0.94856E-03   -0.94541E-03    0.21445E+05    0.22251E+00
  5599    0.44304E-01    0.94513E-03   -0.93916E-03    0.21439E+05    0.22187E+00
  5600    0.44245E-01    0.94176E-03   -0.93284E-03    0.21432E+05    0.22123E+00
  5601    0.44185E-01    0.93840E-03   -0.92652E-03    0.21426E+05    0.22059E+00
  5602    0.44125E-01    0.93504E-03   -0.92027E-03    0.21420E+05    0.21996E+00
  5603    0.44065E-01    0.93167E-03   -0.91394E-03    0.21413E+05    0.21932E+00
  5604    0.44004E-01    0.92846E-03   -0.90754E-03    0.21407E+05    0.21868E+00
  5605    0.43944E-01    0.92509E-03   -0.90114E-03    0.21401E+05    0.21805E+00
  5606    0.43884E-01    0.92187E-03   -0.89481E-03    0.21394E+05    0.21741E+00
  5607    0.43822E-01    0.91872E-03   -0.88840E-03    0.21388E+05    0.21678E+00
  5608    0.43762E-01    0.91543E-03   -0.88200E-03    0.21382E+05    0.21615E+00
  5609    0.43703E-01    0.91228E-03   -0.87567E-03    0.21375E+05    0.21551E+00
  5610    0.43641E-01    0.90913E-03   -0.86926E-03    0.21369E+05    0.21488E+00
  5611    0.43581E-01    0.90606E-03   -0.86278E-03    0.21363E+05    0.21425E+00
  5612    0.43520E-01    0.90291E-03   -0.85637E-03    0.21357E+05    0.21362E+00
  5613    0.43459E-01    0.89983E-03   -0.84996E-03    0.21350E+05    0.21299E+00
  5614    0.43398E-01    0.89683E-03   -0.84355E-03    0.21344E+05    0.21237E+00
  5615    0.43338E-01    0.89383E-03   -0.83713E-03    0.21338E+05    0.21174E+00
  5616    0.43276E-01    0.89085E-03   -0.83072E-03    0.21331E+05    0.21111E+00
  5617    0.43215E-01    0.88781E-03   -0.82433E-03    0.21325E+05    0.21049E+00
  5618    0.43154E-01    0.88486E-03   -0.81793E-03    0.21319E+05    0.20986E+00
  5619    0.43093E-01    0.88198E-03   -0.81152E-03    0.21313E+05    0.20924E+00
  5620    0.43032E-01    0.87902E-03   -0.80512E-03    0.21306E+05    0.20862E+00
  5621    0.42970E-01    0.87614E-03   -0.79871E-03    0.21300E+05    0.20799E+00
  5622    0.42908E-01    0.87333E-03   -0.79239E-03    0.21294E+05    0.20737E+00
  5623    0.42848E-01    0.87052E-03   -0.78598E-03    0.21287E+05    0.20675E+00
  5624    0.42785E-01    0.86770E-03   -0.77965E-03    0.21281E+05    0.20613E+00
  5625    0.42723E-01    0.86495E-03   -0.77331E-03    0.21275E+05    0.20552E+00
  5626    0.42662E-01    0.86212E-03   -0.76697E-03    0.21269E+05    0.20490E+00
  5627    0.42600E-01    0.85937E-03   -0.76063E-03    0.21262E+05    0.20428E+00
  5628    0.42538E-01    0.85669E-03   -0.75436E-03    0.21256E+05    0.20367E+00
  5629    0.42477E-01    0.85408E-03   -0.74809E-03    0.21250E+05    0.20305E+00
  5630    0.42414E-01    0.85140E-03   -0.74182E-03    0.21244E+05    0.20244E+00
  5631    0.42352E-01    0.84879E-03   -0.73563E-03    0.21237E+05    0.20182E+00
  5632    0.42290E-01    0.84611E-03   -0.72935E-03    0.21231E+05    0.20121E+00
  5633    0.42228E-01    0.84358E-03   -0.72316E-03    0.21225E+05    0.20060E+00
  5634    0.42165E-01    0.84099E-03   -0.71704E-03    0.21219E+05    0.19999E+00
  5635    0.42102E-01    0.83847E-03   -0.71092E-03    0.21213E+05    0.19938E+00
  5636    0.42040E-01    0.83595E-03   -0.70480E-03    0.21206E+05    0.19877E+00
  5637    0.41977E-01    0.83357E-03   -0.69867E-03    0.21200E+05    0.19816E+00
  5638    0.41915E-01    0.83105E-03   -0.69262E-03    0.21194E+05    0.19756E+00
  5639    0.41852E-01    0.82867E-03   -0.68657E-03    0.21188E+05    0.19695E+00
  5640    0.41790E-01    0.82621E-03   -0.68058E-03    0.21181E+05    0.19635E+00
  5641    0.41727E-01    0.82384E-03   -0.67460E-03    0.21175E+05    0.19574E+00
  5642    0.41665E-01    0.82145E-03   -0.66862E-03    0.21169E+05    0.19514E+00
  5643    0.41601E-01    0.81913E-03   -0.66270E-03    0.21163E+05    0.19454E+00
  5644    0.41539E-01    0.81682E-03   -0.65685E-03    0.21157E+05    0.19394E+00
  5645    0.41475E-01    0.81442E-03   -0.65099E-03    0.21150E+05    0.19334E+00
  5646    0.41412E-01    0.81218E-03   -0.64516E-03    0.21144E+05    0.19274E+00
  5647    0.41349E-01    0.80992E-03   -0.63938E-03    0.21138E+05    0.19214E+00
  5648    0.41286E-01    0.80767E-03   -0.63363E-03    0.21132E+05    0.19154E+00
  5649    0.41224E-01    0.80541E-03   -0.62791E-03    0.21126E+05    0.19094E+00
  5650    0.41160E-01    0.80323E-03   -0.62224E-03    0.21119E+05    0.19035E+00
  5651    0.41097E-01    0.80097E-03   -0.61661E-03    0.21113E+05    0.18975E+00
  5652    0.41033E-01    0.79887E-03   -0.61101E-03    0.21107E+05    0.18916E+00
  5653    0.40971E-01    0.79668E-03   -0.60545E-03    0.21101E+05    0.18857E+00
  5654    0.40907E-01    0.79451E-03   -0.59993E-03    0.21095E+05    0.18798E+00
  5655    0.40844E-01    0.79241E-03   -0.59445E-03    0.21089E+05    0.18738E+00
  5656    0.40781E-01    0.79046E-03   -0.58902E-03    0.21082E+05    0.18680E+00
  5657    0.40717E-01    0.78835E-03   -0.58363E-03    0.21076E+05    0.18621E+00
  5658    0.40653E-01    0.78625E-03   -0.57827E-03    0.21070E+05    0.18562E+00
  5659    0.40590E-01    0.78430E-03   -0.57296E-03    0.21064E+05    0.18503E+00
  5660    0.40527E-01    0.78227E-03   -0.56770E-03    0.21058E+05    0.18445E+00
  5661    0.40464E-01    0.78031E-03   -0.56247E-03    0.21052E+05    0.18386E+00
  5662    0.40400E-01    0.77836E-03   -0.55730E-03    0.21045E+05    0.18328E+00
  5663    0.40336E-01    0.77640E-03   -0.55216E-03    0.21039E+05    0.18269E+00
  5664    0.40272E-01    0.77444E-03   -0.54707E-03    0.21033E+05    0.18211E+00
  5665    0.40209E-01    0.77255E-03   -0.54203E-03    0.21027E+05    0.18153E+00
  5666    0.40145E-01    0.77065E-03   -0.53703E-03    0.21021E+05    0.18095E+00
  5667    0.40081E-01    0.76869E-03   -0.53208E-03    0.21015E+05    0.18037E+00
  5668    0.40018E-01    0.76687E-03   -0.52717E-03    0.21009E+05    0.17980E+00
  5669    0.39955E-01    0.76498E-03   -0.52231E-03    0.21003E+05    0.17922E+00
  5670    0.39892E-01    0.76324E-03   -0.51750E-03    0.20996E+05    0.17864E+00
  5671    0.39828E-01    0.76134E-03   -0.51274E-03    0.20990E+05    0.17807E+00
  5672    0.39764E-01    0.75960E-03   -0.50802E-03    0.20984E+05    0.17750E+00
  5673    0.39700E-01    0.75785E-03   -0.50336E-03    0.20978E+05    0.17692E+00
  5674    0.39637E-01    0.75602E-03   -0.49874E-03    0.20972E+05    0.17635E+00
  5675    0.39573E-01    0.75427E-03   -0.49417E-03    0.20966E+05    0.17578E+00
  5676    0.39509E-01    0.75259E-03   -0.48966E-03    0.20960E+05    0.17521E+00
  5677    0.39446E-01    0.75083E-03   -0.48519E-03    0.20954E+05    0.17464E+00
  5678    0.39381E-01    0.74908E-03   -0.48076E-03    0.20947E+05    0.17408E+00
  5679    0.39319E-01    0.74747E-03   -0.47639E-03    0.20941E+05    0.17351E+00
  5680    0.39255E-01    0.74579E-03   -0.47207E-03    0.20935E+05    0.17294E+00
  5681    0.39192E-01    0.74411E-03   -0.46780E-03    0.20929E+05    0.17238E+00
  5682    0.39128E-01    0.74251E-03   -0.46358E-03    0.20923E+05    0.17182E+00
  5683    0.39065E-01    0.74082E-03   -0.45941E-03    0.20917E+05    0.17125E+00
  5684    0.39002E-01    0.73922E-03   -0.45530E-03    0.20911E+05    0.17069E+00
  5685    0.38938E-01    0.73761E-03   -0.45122E-03    0.20905E+05    0.17013E+00
  5686    0.38874E-01    0.73600E-03   -0.44720E-03    0.20899E+05    0.16957E+00
  5687    0.38811E-01    0.73439E-03   -0.44323E-03    0.20893E+05    0.16902E+00
  5688    0.38748E-01    0.73284E-03   -0.43931E-03    0.20887E+05    0.16846E+00
  5689    0.38685E-01    0.73123E-03   -0.43544E-03    0.20881E+05    0.16790E+00
  5690    0.38621E-01    0.72968E-03   -0.43162E-03    0.20874E+05    0.16735E+00
  5691    0.38558E-01    0.72820E-03   -0.42785E-03    0.20868E+05    0.16680E+00
  5692    0.38495E-01    0.72658E-03   -0.42413E-03    0.20862E+05    0.16624E+00
  5693    0.38432E-01    0.72511E-03   -0.42045E-03    0.20856E+05    0.16569E+00
  5694    0.38369E-01    0.72355E-03   -0.41683E-03    0.20850E+05    0.16514E+00
  5695    0.38306E-01    0.72207E-03   -0.41326E-03    0.20844E+05    0.16459E+00
  5696    0.38243E-01    0.72052E-03   -0.40973E-03    0.20838E+05    0.16405E+00
  5697    0.38180E-01    0.71904E-03   -0.40625E-03    0.20832E+05    0.16350E+00
  5698    0.38117E-01    0.71756E-03   -0.40283E-03    0.20826E+05    0.16295E+00
  5699    0.38054E-01    0.71608E-03   -0.39945E-03    0.20820E+05    0.16241E+00
  5700    0.37991E-01    0.71467E-03   -0.39613E-03    0.20814E+05    0.16187E+00
  5701    0.37928E-01    0.71318E-03   -0.39285E-03    0.20808E+05    0.16132E+00
  5702    0.37865E-01    0.71170E-03   -0.38961E-03    0.20802E+05    0.16078E+00
  5703    0.37802E-01    0.71029E-03   -0.38642E-03    0.20796E+05    0.16024E+00
  5704    0.37740E-01    0.70887E-03   -0.38329E-03    0.20790E+05    0.15970E+00
  5705    0.37676E-01    0.70738E-03   -0.38020E-03    0.20784E+05    0.15917E+00
  5706    0.37614E-01    0.70597E-03   -0.37716E-03    0.20778E+05    0.15863E+00
  5707    0.37552E-01    0.70455E-03   -0.37417E-03    0.20772E+05    0.15809E+00
  5708    0.37490E-01    0.70321E-03   -0.37122E-03    0.20766E+05    0.15756E+00
  5709    0.37426E-01    0.70179E-03   -0.36831E-03    0.20760E+05    0.15703E+00
  5710    0.37365E-01    0.70038E-03   -0.36545E-03    0.20754E+05    0.15650E+00
  5711    0.37302E-01    0.69904E-03   -0.36264E-03    0.20748E+05    0.15596E+00
  5712    0.37240E-01    0.69762E-03   -0.35988E-03    0.20742E+05    0.15544E+00
  5713    0.37179E-01    0.69628E-03   -0.35715E-03    0.20736E+05    0.15491E+00
  5714    0.37117E-01    0.69487E-03   -0.35447E-03    0.20730E+05    0.15438E+00
  5715    0.37055E-01    0.69352E-03   -0.35184E-03    0.20724E+05    0.15385E+00
  5716    0.36993E-01    0.69217E-03   -0.34924E-03    0.20718E+05    0.15333E+00
  5717    0.36932E-01    0.69083E-03   -0.34669E-03    0.20712E+05    0.15280E+00
  5718    0.36870E-01    0.68947E-03   -0.34418E-03    0.20706E+05    0.15228E+00
  5719    0.36808E-01    0.68812E-03   -0.34171E-03    0.20700E+05    0.15176E+00
  5720    0.36747E-01    0.68676E-03   -0.33929E-03    0.20694E+05    0.15124E+00
  5721    0.36684E-01    0.68540E-03   -0.33690E-03    0.20688E+05    0.15072E+00
  5722    0.36624E-01    0.68404E-03   -0.33456E-03    0.20682E+05    0.15020E+00
  5723    0.36561E-01    0.68268E-03   -0.33225E-03    0.20676E+05    0.14969E+00
  5724    0.36500E-01    0.68139E-03   -0.32999E-03    0.20670E+05    0.14917E+00
  5725    0.36439E-01    0.68002E-03   -0.32776E-03    0.20664E+05    0.14866E+00
  5726    0.36378E-01    0.67866E-03   -0.32557E-03    0.20658E+05    0.14815E+00
  5727    0.36317E-01    0.67736E-03   -0.32341E-03    0.20652E+05    0.14763E+00
  5728    0.36257E-01    0.67599E-03   -0.32130E-03    0.20646E+05    0.14712E+00
  5729    0.36195E-01    0.67470E-03   -0.31922E-03    0.20640E+05    0.14661E+00
  5730    0.36134E-01    0.67334E-03   -0.31719E-03    0.20634E+05    0.14611E+00
  5731    0.36073E-01    0.67203E-03   -0.31518E-03    0.20628E+05    0.14560E+00
  5732    0.36013E-01    0.67070E-03   -0.31321E-03    0.20622E+05    0.14509E+00
  5733    0.35952E-01    0.66938E-03   -0.31127E-03    0.20616E+05    0.14459E+00
  5734    0.35891E-01    0.66806E-03   -0.30937E-03    0.20610E+05    0.14409E+00
  5735    0.35831E-01    0.66675E-03   -0.30750E-03    0.20604E+05    0.14358E+00
  5736    0.35771E-01    0.66542E-03   -0.30566E-03    0.20598E+05    0.14308E+00
  5737    0.35710E-01    0.66411E-03   -0.30386E-03    0.20592E+05    0.14258E+00
  5738    0.35650E-01    0.66278E-03   -0.30208E-03    0.20586E+05    0.14209E+00
  5739    0.35590E-01    0.66145E-03   -0.30034E-03    0.20580E+05    0.14159E+00
  5740    0.35530E-01    0.66012E-03   -0.29862E-03    0.20575E+05    0.14109E+00
  5741    0.35470E-01    0.65880E-03   -0.29694E-03    0.20569E+05    0.14060E+00
  5742    0.35410E-01    0.65746E-03   -0.29529E-03    0.20563E+05    0.14011E+00
  5743    0.35351E-01    0.65613E-03   -0.29366E-03    0.20557E+05    0.13961E+00
  5744    0.35290E-01    0.65480E-03   -0.29207E-03    0.20551E+05    0.13912E+00
  5745    0.35231E-01    0.65347E-03   -0.29049E-03    0.20545E+05    0.13863E+00
  5746    0.35171E-01    0.65213E-03   -0.28895E-03    0.20539E+05    0.13815E+00
  5747    0.35111E-01    0.65080E-03   -0.28742E-03    0.20533E+05    0.13766E+00
  5748    0.35052E-01    0.64947E-03   -0.28592E-03    0.20527E+05    0.13717E+00
  5749    0.34993E-01    0.64813E-03   -0.28446E-03    0.20521E+05    0.13669E+00
  5750    0.34934E-01    0.64679E-03   -0.28301E-03    0.20515E+05    0.13621E+00
  5751    0.34875E-01    0.64544E-03   -0.28158E-03    0.20510E+05    0.13573E+00
  5752    0.34815E-01    0.64410E-03   -0.28019E-03    0.20504E+05    0.13525E+00
  5753    0.34756E-01    0.64276E-03   -0.27880E-03    0.20498E+05    0.13477E+00
  5754    0.34698E-01    0.64141E-03   -0.27744E-03    0.20492E+05    0.13429E+00
  5755    0.34639E-01    0.64006E-03   -0.27611E-03    0.20486E+05    0.13381E+00
  5756    0.34580E-01    0.63871E-03   -0.27478E-03    0.20480E+05    0.13334E+00
  5757    0.34521E-01    0.63735E-03   -0.27349E-03    0.20474E+05    0.13287E+00
  5758    0.34463E-01    0.63599E-03   -0.27221E-03    0.20468E+05    0.13239E+00
  5759    0.34404E-01    0.63463E-03   -0.27095E-03    0.20462E+05    0.13192E+00
  5760    0.34345E-01    0.63325E-03   -0.26970E-03    0.20457E+05    0.13145E+00
  5761    0.34288E-01    0.63188E-03   -0.26847E-03    0.20451E+05    0.13098E+00
  5762    0.34229E-01    0.63051E-03   -0.26726E-03    0.20445E+05    0.13052E+00
  5763    0.34171E-01    0.62914E-03   -0.26606E-03    0.20439E+05    0.13005E+00
  5764    0.34112E-01    0.62776E-03   -0.26489E-03    0.20433E+05    0.12959E+00
  5765    0.34054E-01    0.62637E-03   -0.26372E-03    0.20427E+05    0.12912E+00
  5766    0.33996E-01    0.62498E-03   -0.26257E-03    0.20421E+05    0.12866E+00
  5767    0.33938E-01    0.62359E-03   -0.26143E-03    0.20416E+05    0.12820E+00
  5768    0.33880E-01    0.62219E-03   -0.26030E-03    0.20410E+05    0.12774E+00
  5769    0.33822E-01    0.62080E-03   -0.25919E-03    0.20404E+05    0.12729E+00
  5770    0.33765E-01    0.61940E-03   -0.25808E-03    0.20398E+05    0.12683E+00
  5771    0.33707E-01    0.61799E-03   -0.25699E-03    0.20392E+05    0.12637E+00
  5772    0.33649E-01    0.61658E-03   -0.25590E-03    0.20386E+05    0.12592E+00
  5773    0.33591E-01    0.61517E-03   -0.25482E-03    0.20380E+05    0.12547E+00
  5774    0.33534E-01    0.61375E-03   -0.25376E-03    0.20375E+05    0.12502E+00
  5775    0.33476E-01    0.61232E-03   -0.25270E-03    0.20369E+05    0.12457E+00
  5776    0.33419E-01    0.61090E-03   -0.25165E-03    0.20363E+05    0.12412E+00
  5777    0.33361E-01    0.60947E-03   -0.25061E-03    0.20357E+05    0.12367E+00
  5778    0.33304E-01    0.60804E-03   -0.24958E-03    0.20351E+05    0.12323E+00
  5779    0.33247E-01    0.60660E-03   -0.24854E-03    0.20345E+05    0.12279E+00
  5780    0.33189E-01    0.60516E-03   -0.24752E-03    0.20340E+05    0.12234E+00
  5781    0.33131E-01    0.60371E-03   -0.24650E-03    0.20334E+05    0.12190E+00
  5782    0.33075E-01    0.60226E-03   -0.24548E-03    0.20328E+05    0.12146E+00
  5783    0.33018E-01    0.60080E-03   -0.24447E-03    0.20322E+05    0.12102E+00
  5784    0.32961E-01    0.59934E-03   -0.24345E-03    0.20316E+05    0.12059E+00
  5785    0.32904E-01    0.59787E-03   -0.24245E-03    0.20311E+05    0.12015E+00
  5786    0.32846E-01    0.59640E-03   -0.24145E-03    0.20305E+05    0.11972E+00
  5787    0.32789E-01    0.59493E-03   -0.24044E-03    0.20299E+05    0.11929E+00
  5788    0.32733E-01    0.59345E-03   -0.23945E-03    0.20293E+05    0.11885E+00
  5789    0.32676E-01    0.59197E-03   -0.23845E-03    0.20287E+05    0.11842E+00
  5790    0.32620E-01    0.59048E-03   -0.23744E-03    0.20282E+05    0.11800E+00
  5791    0.32563E-01    0.58899E-03   -0.23644E-03    0.20276E+05    0.11757E+00
  5792    0.32506E-01    0.58750E-03   -0.23544E-03    0.20270E+05    0.11714E+00
  5793    0.32449E-01    0.58600E-03   -0.23444E-03    0.20264E+05    0.11672E+00
  5794    0.32393E-01    0.58449E-03   -0.23343E-03    0.20259E+05    0.11630E+00
  5795    0.32336E-01    0.58298E-03   -0.23243E-03    0.20253E+05    0.11588E+00
  5796    0.32280E-01    0.58147E-03   -0.23143E-03    0.20247E+05    0.11546E+00
  5797    0.32224E-01    0.57996E-03   -0.23041E-03    0.20241E+05    0.11504E+00
  5798    0.32167E-01    0.57843E-03   -0.22941E-03    0.20235E+05    0.11462E+00
  5799    0.32110E-01    0.57692E-03   -0.22838E-03    0.20230E+05    0.11421E+00
  5800    0.32054E-01    0.57539E-03   -0.22737E-03    0.20224E+05    0.11379E+00
  5801    0.31998E-01    0.57386E-03   -0.22633E-03    0.20218E+05    0.11338E+00
  5802    0.31942E-01    0.57232E-03   -0.22530E-03    0.20212E+05    0.11297E+00
  5803    0.31885E-01    0.57078E-03   -0.22426E-03    0.20207E+05    0.11256E+00
  5804    0.31830E-01    0.56924E-03   -0.22322E-03    0.20201E+05    0.11215E+00
  5805    0.31773E-01    0.56770E-03   -0.22217E-03    0.20195E+05    0.11175E+00
  5806    0.31716E-01    0.56614E-03   -0.22111E-03    0.20189E+05    0.11134E+00
  5807    0.31660E-01    0.56458E-03   -0.22005E-03    0.20184E+05    0.11094E+00
  5808    0.31604E-01    0.56303E-03   -0.21898E-03    0.20178E+05    0.11054E+00
  5809    0.31548E-01    0.56147E-03   -0.21790E-03    0.20172E+05    0.11014E+00
  5810    0.31492E-01    0.55991E-03   -0.21682E-03    0.20166E+05    0.10974E+00
  5811    0.31435E-01    0.55834E-03   -0.21573E-03    0.20161E+05    0.10934E+00
  5812    0.31379E-01    0.55676E-03   -0.21463E-03    0.20155E+05    0.10894E+00
  5813    0.31324E-01    0.55519E-03   -0.21352E-03    0.20149E+05    0.10855E+00
  5814    0.31268E-01    0.55362E-03   -0.21241E-03    0.20144E+05    0.10816E+00
  5815    0.31211E-01    0.55203E-03   -0.21128E-03    0.20138E+05    0.10776E+00
  5816    0.31156E-01    0.55044E-03   -0.21015E-03    0.20132E+05    0.10737E+00
  5817    0.31099E-01    0.54886E-03   -0.20900E-03    0.20126E+05    0.10699E+00
  5818    0.31044E-01    0.54727E-03   -0.20784E-03    0.20121E+05    0.10660E+00
  5819    0.30988E-01    0.54568E-03   -0.20668E-03    0.20115E+05    0.10621E+00
  5820    0.30931E-01    0.54409E-03   -0.20551E-03    0.20109E+05    0.10583E+00
  5821    0.30876E-01    0.54248E-03   -0.20432E-03    0.20104E+05    0.10545E+00
  5822    0.30820E-01    0.54089E-03   -0.20313E-03    0.20098E+05    0.10507E+00
  5823    0.30764E-01    0.53929E-03   -0.20192E-03    0.20092E+05    0.10469E+00
  5824    0.30708E-01    0.53768E-03   -0.20071E-03    0.20086E+05    0.10431E+00
  5825    0.30652E-01    0.53608E-03   -0.19948E-03    0.20081E+05    0.10393E+00
  5826    0.30596E-01    0.53447E-03   -0.19825E-03    0.20075E+05    0.10356E+00
  5827    0.30540E-01    0.53286E-03   -0.19700E-03    0.20069E+05    0.10319E+00
  5828    0.30484E-01    0.53125E-03   -0.19574E-03    0.20064E+05    0.10281E+00
  5829    0.30427E-01    0.52964E-03   -0.19447E-03    0.20058E+05    0.10244E+00
  5830    0.30373E-01    0.52802E-03   -0.19319E-03    0.20052E+05    0.10208E+00
  5831    0.30316E-01    0.52640E-03   -0.19189E-03    0.20047E+05    0.10171E+00
  5832    0.30261E-01    0.52478E-03   -0.19058E-03    0.20041E+05    0.10134E+00
  5833    0.30205E-01    0.52316E-03   -0.18926E-03    0.20035E+05    0.10098E+00
  5834    0.30149E-01    0.52154E-03   -0.18794E-03    0.20030E+05    0.10062E+00
  5835    0.30093E-01    0.51992E-03   -0.18659E-03    0.20024E+05    0.10026E+00
  5836    0.30037E-01    0.51829E-03   -0.18524E-03    0.20018E+05    0.99899E-01
  5837    0.29981E-01    0.51667E-03   -0.18388E-03    0.20013E+05    0.99542E-01
  5838    0.29925E-01    0.51504E-03   -0.18249E-03    0.20007E+05    0.99186E-01
  5839    0.29869E-01    0.51342E-03   -0.18111E-03    0.20001E+05    0.98832E-01
  5840    0.29813E-01    0.51179E-03   -0.17972E-03    0.19996E+05    0.98479E-01
  5841    0.29757E-01    0.51016E-03   -0.17830E-03    0.19990E+05    0.98128E-01
  5842    0.29701E-01    0.50853E-03   -0.17687E-03    0.19984E+05    0.97779E-01
  5843    0.29645E-01    0.50690E-03   -0.17545E-03    0.19979E+05    0.97431E-01
  5844    0.29589E-01    0.50527E-03   -0.17400E-03    0.19973E+05    0.97085E-01
  5845    0.29533E-01    0.50364E-03   -0.17253E-03    0.19967E+05    0.96741E-01
  5846    0.29477E-01    0.50202E-03   -0.17106E-03    0.19962E+05    0.96398E-01
  5847    0.29422E-01    0.50038E-03   -0.16958E-03    0.19956E+05    0.96056E-01
  5848    0.29365E-01    0.49876E-03   -0.16808E-03    0.19951E+05    0.95717E-01
  5849    0.29309E-01    0.49713E-03   -0.16658E-03    0.19945E+05    0.95379E-01
  5850    0.29253E-01    0.49550E-03   -0.16507E-03    0.19939E+05    0.95042E-01
  5851    0.29197E-01    0.49387E-03   -0.16353E-03    0.19934E+05    0.94708E-01
  5852    0.29141E-01    0.49225E-03   -0.16200E-03    0.19928E+05    0.94374E-01
  5853    0.29085E-01    0.49063E-03   -0.16045E-03    0.19922E+05    0.94043E-01
  5854    0.29029E-01    0.48900E-03   -0.15889E-03    0.19917E+05    0.93713E-01
  5855    0.28973E-01    0.48738E-03   -0.15731E-03    0.19911E+05    0.93385E-01
  5856    0.28917E-01    0.48576E-03   -0.15575E-03    0.19906E+05    0.93058E-01
  5857    0.28861E-01    0.48414E-03   -0.15414E-03    0.19900E+05    0.92734E-01
  5858    0.28805E-01    0.48252E-03   -0.15254E-03    0.19894E+05    0.92410E-01
  5859    0.28749E-01    0.48090E-03   -0.15092E-03    0.19889E+05    0.92089E-01
  5860    0.28694E-01    0.47929E-03   -0.14930E-03    0.19883E+05    0.91769E-01
  5861    0.28638E-01    0.47767E-03   -0.14767E-03    0.19878E+05    0.91451E-01
  5862    0.28580E-01    0.47606E-03   -0.14602E-03    0.19872E+05    0.91134E-01
  5863    0.28525E-01    0.47445E-03   -0.14437E-03    0.19866E+05    0.90819E-01
  5864    0.28468E-01    0.47284E-03   -0.14270E-03    0.19861E+05    0.90506E-01
  5865    0.28412E-01    0.47124E-03   -0.14103E-03    0.19855E+05    0.90194E-01
  5866    0.28355E-01    0.46963E-03   -0.13935E-03    0.19850E+05    0.89885E-01
  5867    0.28300E-01    0.46803E-03   -0.13766E-03    0.19844E+05    0.89576E-01
  5868    0.28244E-01    0.46643E-03   -0.13596E-03    0.19839E+05    0.89270E-01
  5869    0.28187E-01    0.46483E-03   -0.13426E-03    0.19833E+05    0.88965E-01
  5870    0.28131E-01    0.46325E-03   -0.13254E-03    0.19827E+05    0.88662E-01
  5871    0.28074E-01    0.46165E-03   -0.13083E-03    0.19822E+05    0.88361E-01
  5872    0.28018E-01    0.46006E-03   -0.12910E-03    0.19816E+05    0.88061E-01
  5873    0.27962E-01    0.45849E-03   -0.12738E-03    0.19811E+05    0.87763E-01
  5874    0.27906E-01    0.45690E-03   -0.12563E-03    0.19805E+05    0.87467E-01
  5875    0.27849E-01    0.45532E-03   -0.12389E-03    0.19800E+05    0.87172E-01
  5876    0.27794E-01    0.45375E-03   -0.12214E-03    0.19794E+05    0.86880E-01
  5877    0.27737E-01    0.45217E-03   -0.12037E-03    0.19789E+05    0.86588E-01
  5878    0.27681E-01    0.45061E-03   -0.11862E-03    0.19783E+05    0.86299E-01
  5879    0.27625E-01    0.44905E-03   -0.11684E-03    0.19777E+05    0.86011E-01
